Iteration	Posterior	Likelihood	Prior	a
2170	-0.4958518	0	-0.4958518	0.4958518
2180	-0.8334441	0	-0.8334441	0.8334441
2190	-0.2387707	0	-0.2387707	0.2387707
2200	-0.1564364	0	-0.1564364	0.1564364
2210	-0.110786	0	-0.110786	0.110786
2220	-0.1530198	0	-0.1530198	0.1530198
2230	-0.250944	0	-0.250944	0.250944
2240	-0.2362676	0	-0.2362676	0.2362676
2250	-1.426184	0	-1.426184	1.426184
2260	-0.3714326	0	-0.3714326	0.3714326
2270	-0.07067186	0	-0.07067186	0.07067186
2280	-0.09561258	0	-0.09561258	0.09561258
2290	-0.1327597	0	-0.1327597	0.1327597
2300	-0.1828747	0	-0.1828747	0.1828747
2310	-0.1271019	0	-0.1271019	0.1271019
2320	-0.06277945	0	-0.06277945	0.06277945
2330	-0.1275945	0	-0.1275945	0.1275945
2340	-0.07244092	0	-0.07244092	0.07244092
2350	-0.3428714	0	-0.3428714	0.3428714
2360	-0.6178579	0	-0.6178579	0.6178579
2370	-0.4453918	0	-0.4453918	0.4453918
2380	-0.4090902	0	-0.4090902	0.4090902
2390	-0.5063898	0	-0.5063898	0.5063898
2400	-0.7252216	0	-0.7252216	0.7252216
2410	-0.794389	0	-0.794389	0.794389
2420	-1.302596	0	-1.302596	1.302596
2430	-0.6359238	0	-0.6359238	0.6359238
2440	-0.8311994	0	-0.8311994	0.8311994
2450	-0.7534863	0	-0.7534863	0.7534863
2460	-1.591536	0	-1.591536	1.591536
2470	-2.763345	0	-2.763345	2.763345
2480	-1.563915	0	-1.563915	1.563915
2490	-2.323368	0	-2.323368	2.323368
2500	-2.16141	0	-2.16141	2.16141
2510	-2.571354	0	-2.571354	2.571354
2520	-1.621939	0	-1.621939	1.621939
2530	-2.26616	0	-2.26616	2.26616
2540	-2.740461	0	-2.740461	2.740461
2550	-1.797027	0	-1.797027	1.797027
2560	-0.8087849	0	-0.8087849	0.8087849
2570	-0.8624879	0	-0.8624879	0.8624879
2580	-0.3135499	0	-0.3135499	0.3135499
2590	-0.130394	0	-0.130394	0.130394
2600	-0.3685557	0	-0.3685557	0.3685557
2610	-0.4287523	0	-0.4287523	0.4287523
2620	-1.275122	0	-1.275122	1.275122
2630	-1.118721	0	-1.118721	1.118721
2640	-0.7872745	0	-0.7872745	0.7872745
2650	-1.160856	0	-1.160856	1.160856
2660	-0.7379479	0	-0.7379479	0.7379479
2670	-0.5021922	0	-0.5021922	0.5021922
2680	-0.2048896	0	-0.2048896	0.2048896
2690	-0.06064464	0	-0.06064464	0.06064464
2700	-0.4553221	0	-0.4553221	0.4553221
2710	-0.439063	0	-0.439063	0.439063
2720	-0.4929222	0	-0.4929222	0.4929222
2730	-0.8992772	0	-0.8992772	0.8992772
2740	-0.2705269	0	-0.2705269	0.2705269
2750	-0.8254919	0	-0.8254919	0.8254919
2760	-1.336257	0	-1.336257	1.336257
2770	-1.734374	0	-1.734374	1.734374
2780	-0.5680382	0	-0.5680382	0.5680382
2790	-1.416796	0	-1.416796	1.416796
2800	-1.276161	0	-1.276161	1.276161
2810	-0.9195296	0	-0.9195296	0.9195296
2820	-0.4099649	0	-0.4099649	0.4099649
2830	-0.8263956	0	-0.8263956	0.8263956
2840	-0.8995918	0	-0.8995918	0.8995918
2850	-2.186848	0	-2.186848	2.186848
2860	-1.249769	0	-1.249769	1.249769
2870	-2.094591	0	-2.094591	2.094591
2880	-0.4057965	0	-0.4057965	0.4057965
2890	-0.2473138	0	-0.2473138	0.2473138
2900	-0.5684237	0	-0.5684237	0.5684237
2910	-2.259147	0	-2.259147	2.259147
2920	-0.8285141	0	-0.8285141	0.8285141
2930	-2.388233	0	-2.388233	2.388233
2940	-3.108364	0	-3.108364	3.108364
2950	-1.795822	0	-1.795822	1.795822
2960	-2.540852	0	-2.540852	2.540852
2970	-1.694531	0	-1.694531	1.694531
2980	-1.233659	0	-1.233659	1.233659
2990	-0.5469087	0	-0.5469087	0.5469087
3000	-1.218258	0	-1.218258	1.218258
3010	-0.7357591	0	-0.7357591	0.7357591
3020	-1.310203	0	-1.310203	1.310203
3030	-1.656636	0	-1.656636	1.656636
3040	-1.6376	0	-1.6376	1.6376
3050	-1.047077	0	-1.047077	1.047077
3060	-0.2866686	0	-0.2866686	0.2866686
3070	-0.2986997	0	-0.2986997	0.2986997
3080	-1.146491	0	-1.146491	1.146491
3090	-1.369573	0	-1.369573	1.369573
3100	-0.487417	0	-0.487417	0.487417
3110	-0.3756448	0	-0.3756448	0.3756448
3120	-0.7112002	0	-0.7112002	0.7112002
3130	-0.7103582	0	-0.7103582	0.7103582
3140	-1.74338	0	-1.74338	1.74338
3150	-0.4478109	0	-0.4478109	0.4478109
3160	-0.8730877	0	-0.8730877	0.8730877
3170	-1.981485	0	-1.981485	1.981485
3180	-1.002354	0	-1.002354	1.002354
3190	-3.157628	0	-3.157628	3.157628
3200	-4.53948	0	-4.53948	4.53948
3210	-2.073902	0	-2.073902	2.073902
3220	-1.390701	0	-1.390701	1.390701
3230	-0.8343703	0	-0.8343703	0.8343703
3240	-1.870433	0	-1.870433	1.870433
3250	-0.3521867	0	-0.3521867	0.3521867
3260	-0.7895576	0	-0.7895576	0.7895576
3270	-0.8574258	0	-0.8574258	0.8574258
3280	-0.830368	0	-0.830368	0.830368
3290	-2.022846	0	-2.022846	2.022846
3300	-2.813433	0	-2.813433	2.813433
3310	-1.345238	0	-1.345238	1.345238
3320	-1.268068	0	-1.268068	1.268068
3330	-3.083983	0	-3.083983	3.083983
3340	-2.326441	0	-2.326441	2.326441
3350	-1.766303	0	-1.766303	1.766303
3360	-1.572957	0	-1.572957	1.572957
3370	-0.3086211	0	-0.3086211	0.3086211
3380	-0.1747959	0	-0.1747959	0.1747959
3390	-0.1628997	0	-0.1628997	0.1628997
3400	-0.5516849	0	-0.5516849	0.5516849
3410	-1.018902	0	-1.018902	1.018902
3420	-0.561588	0	-0.561588	0.561588
3430	-0.2214163	0	-0.2214163	0.2214163
3440	-0.232257	0	-0.232257	0.232257
3450	-1.033035	0	-1.033035	1.033035
3460	-0.3920506	0	-0.3920506	0.3920506
3470	-0.3018813	0	-0.3018813	0.3018813
3480	-0.666218	0	-0.666218	0.666218
3490	-0.2816114	0	-0.2816114	0.2816114
3500	-0.3482513	0	-0.3482513	0.3482513
3510	-0.2827656	0	-0.2827656	0.2827656
3520	-0.8372042	0	-0.8372042	0.8372042
3530	-0.2102319	0	-0.2102319	0.2102319
3540	-0.4573112	0	-0.4573112	0.4573112
3550	-4.545924	0	-4.545924	4.545924
3560	-1.45949	0	-1.45949	1.45949
3570	-0.5891183	0	-0.5891183	0.5891183
3580	-0.7311668	0	-0.7311668	0.7311668
3590	-0.4810003	0	-0.4810003	0.4810003
3600	-0.6380057	0	-0.6380057	0.6380057
3610	-1.053347	0	-1.053347	1.053347
3620	-2.502934	0	-2.502934	2.502934
3630	-0.6021334	0	-0.6021334	0.6021334
3640	-1.064374	0	-1.064374	1.064374
3650	-0.1767175	0	-0.1767175	0.1767175
3660	-0.1130297	0	-0.1130297	0.1130297
3670	-0.1172071	0	-0.1172071	0.1172071
3680	-0.09707083	0	-0.09707083	0.09707083
3690	-0.2231182	0	-0.2231182	0.2231182
3700	-0.3961959	0	-0.3961959	0.3961959
3710	-0.1491264	0	-0.1491264	0.1491264
3720	-0.2013236	0	-0.2013236	0.2013236
3730	-0.1019769	0	-0.1019769	0.1019769
3740	-0.1213591	0	-0.1213591	0.1213591
3750	-0.2432259	0	-0.2432259	0.2432259
3760	-0.2929562	0	-0.2929562	0.2929562
3770	-0.8223438	0	-0.8223438	0.8223438
3780	-0.6555606	0	-0.6555606	0.6555606
3790	-0.2577729	0	-0.2577729	0.2577729
3800	-0.2531115	0	-0.2531115	0.2531115
3810	-0.7668976	0	-0.7668976	0.7668976
3820	-0.6320756	0	-0.6320756	0.6320756
3830	-0.8554672	0	-0.8554672	0.8554672
3840	-0.3708132	0	-0.3708132	0.3708132
3850	-0.3431245	0	-0.3431245	0.3431245
3860	-0.08252521	0	-0.08252521	0.08252521
3870	-1.326749	0	-1.326749	1.326749
3880	-0.5649456	0	-0.5649456	0.5649456
3890	-0.5893239	0	-0.5893239	0.5893239
3900	-0.01346511	0	-0.01346511	0.01346511
3910	-0.03908147	0	-0.03908147	0.03908147
3920	-0.06918338	0	-0.06918338	0.06918338
3930	-0.1092621	0	-0.1092621	0.1092621
3940	-0.1793262	0	-0.1793262	0.1793262
3950	-0.5248882	0	-0.5248882	0.5248882
3960	-0.3256174	0	-0.3256174	0.3256174
3970	-0.3067902	0	-0.3067902	0.3067902
3980	-0.2926587	0	-0.2926587	0.2926587
3990	-0.5089684	0	-0.5089684	0.5089684
4000	-1.402821	0	-1.402821	1.402821
4010	-1.907726	0	-1.907726	1.907726
4020	-0.8795316	0	-0.8795316	0.8795316
4030	-0.600688	0	-0.600688	0.600688
4040	-0.6696843	0	-0.6696843	0.6696843
4050	-0.9532235	0	-0.9532235	0.9532235
4060	-1.536401	0	-1.536401	1.536401
4070	-1.005504	0	-1.005504	1.005504
4080	-0.1305738	0	-0.1305738	0.1305738
4090	-0.1736194	0	-0.1736194	0.1736194
4100	-0.4045059	0	-0.4045059	0.4045059
4110	-1.891371	0	-1.891371	1.891371
4120	-2.030725	0	-2.030725	2.030725
4130	-5.042968	0	-5.042968	5.042968
4140	-2.743529	0	-2.743529	2.743529
4150	-0.7737329	0	-0.7737329	0.7737329
4160	-0.7026218	0	-0.7026218	0.7026218
4170	-0.7336345	0	-0.7336345	0.7336345
4180	-0.4179823	0	-0.4179823	0.4179823
4190	-0.407135	0	-0.407135	0.407135
4200	-0.5485184	0	-0.5485184	0.5485184
4210	-0.6452109	0	-0.6452109	0.6452109
4220	-1.132937	0	-1.132937	1.132937
4230	-2.066826	0	-2.066826	2.066826
4240	-1.881618	0	-1.881618	1.881618
4250	-0.9929605	0	-0.9929605	0.9929605
4260	-1.255696	0	-1.255696	1.255696
4270	-0.8500167	0	-0.8500167	0.8500167
4280	-0.6163558	0	-0.6163558	0.6163558
4290	-1.686025	0	-1.686025	1.686025
4300	-2.155819	0	-2.155819	2.155819
4310	-1.17608	0	-1.17608	1.17608
4320	-0.5698129	0	-0.5698129	0.5698129
4330	-0.2666435	0	-0.2666435	0.2666435
4340	-0.960666	0	-0.960666	0.960666
4350	-1.090312	0	-1.090312	1.090312
4360	-1.361587	0	-1.361587	1.361587
4370	-0.9198923	0	-0.9198923	0.9198923
4380	-0.9615537	0	-0.9615537	0.9615537
4390	-0.7401167	0	-0.7401167	0.7401167
4400	-0.4167587	0	-0.4167587	0.4167587
4410	-0.3127318	0	-0.3127318	0.3127318
4420	-0.1901246	0	-0.1901246	0.1901246
4430	-0.509773	0	-0.509773	0.509773
4440	-0.622617	0	-0.622617	0.622617
4450	-2.234188	0	-2.234188	2.234188
4460	-3.573034	0	-3.573034	3.573034
4470	-1.394968	0	-1.394968	1.394968
4480	-0.7536623	0	-0.7536623	0.7536623
4490	-2.715064	0	-2.715064	2.715064
4500	-1.871929	0	-1.871929	1.871929
4510	-1.116563	0	-1.116563	1.116563
4520	-1.781782	0	-1.781782	1.781782
4530	-0.8662829	0	-0.8662829	0.8662829
4540	-1.039071	0	-1.039071	1.039071
4550	-0.3886258	0	-0.3886258	0.3886258
4560	-0.49872	0	-0.49872	0.49872
4570	-0.2097406	0	-0.2097406	0.2097406
4580	-0.1898477	0	-0.1898477	0.1898477
4590	-0.1474019	0	-0.1474019	0.1474019
4600	-0.1392994	0	-0.1392994	0.1392994
4610	-0.3094073	0	-0.3094073	0.3094073
4620	-0.3645686	0	-0.3645686	0.3645686
4630	-0.1233249	0	-0.1233249	0.1233249
4640	-0.08443148	0	-0.08443148	0.08443148
4650	-0.2396191	0	-0.2396191	0.2396191
4660	-0.1846302	0	-0.1846302	0.1846302
4670	-0.01739228	0	-0.01739228	0.01739228
4680	-0.01039914	0	-0.01039914	0.01039914
4690	-0.003808423	0	-0.003808423	0.003808423
4700	-0.002998384	0	-0.002998384	0.002998384
4710	-0.01140686	0	-0.01140686	0.01140686
4720	-0.004231292	0	-0.004231292	0.004231292
4730	-0.005370945	0	-0.005370945	0.005370945
4740	-0.003868099	0	-0.003868099	0.003868099
4750	-0.7721694	0	-0.7721694	0.7721694
4760	-0.4380261	0	-0.4380261	0.4380261
4770	-0.01335151	0	-0.01335151	0.01335151
4780	-0.05370572	0	-0.05370572	0.05370572
4790	-0.3138664	0	-0.3138664	0.3138664
4800	-0.4617571	0	-0.4617571	0.4617571
4810	-1.722338	0	-1.722338	1.722338
4820	-0.7325562	0	-0.7325562	0.7325562
4830	-1.863409	0	-1.863409	1.863409
4840	-0.2386006	0	-0.2386006	0.2386006
4850	-0.9869736	0	-0.9869736	0.9869736
4860	-1.982389	0	-1.982389	1.982389
4870	-1.540464	0	-1.540464	1.540464
4880	-1.345536	0	-1.345536	1.345536
4890	-2.491031	0	-2.491031	2.491031
4900	-0.3299579	0	-0.3299579	0.3299579
4910	-0.2286281	0	-0.2286281	0.2286281
4920	-0.4216943	0	-0.4216943	0.4216943
4930	-0.2451711	0	-0.2451711	0.2451711
4940	-3.085773	0	-3.085773	3.085773
4950	-2.210771	0	-2.210771	2.210771
4960	-0.7392168	0	-0.7392168	0.7392168
4970	-0.2640633	0	-0.2640633	0.2640633
4980	-0.3124635	0	-0.3124635	0.3124635
4990	-0.4153329	0	-0.4153329	0.4153329
5000	-1.70008	0	-1.70008	1.70008
5010	-1.185816	0	-1.185816	1.185816
5020	-0.5390094	0	-0.5390094	0.5390094
5030	-0.4223089	0	-0.4223089	0.4223089
5040	-0.7641378	0	-0.7641378	0.7641378
5050	-0.3221061	0	-0.3221061	0.3221061
5060	-0.8867646	0	-0.8867646	0.8867646
5070	-0.8048932	0	-0.8048932	0.8048932
5080	-0.3935311	0	-0.3935311	0.3935311
5090	-0.2120818	0	-0.2120818	0.2120818
5100	-0.07657909	0	-0.07657909	0.07657909
5110	-0.03789115	0	-0.03789115	0.03789115
5120	-0.128388	0	-0.128388	0.128388
5130	-0.1933824	0	-0.1933824	0.1933824
5140	-0.2364925	0	-0.2364925	0.2364925
5150	-0.1513279	0	-0.1513279	0.1513279
5160	-0.82209	0	-0.82209	0.82209
5170	-0.7483009	0	-0.7483009	0.7483009
5180	-1.316199	0	-1.316199	1.316199
5190	-3.76604	0	-3.76604	3.76604
5200	-2.040022	0	-2.040022	2.040022
5210	-1.434121	0	-1.434121	1.434121
5220	-0.5659297	0	-0.5659297	0.5659297
5230	-0.8692732	0	-0.8692732	0.8692732
5240	-1.432235	0	-1.432235	1.432235
5250	-1.686505	0	-1.686505	1.686505
5260	-1.369181	0	-1.369181	1.369181
5270	-1.2982	0	-1.2982	1.2982
5280	-1.06045	0	-1.06045	1.06045
5290	-0.3252201	0	-0.3252201	0.3252201
5300	-2.134263	0	-2.134263	2.134263
5310	-0.9975544	0	-0.9975544	0.9975544
5320	-0.5387924	0	-0.5387924	0.5387924
5330	-0.5364951	0	-0.5364951	0.5364951
5340	-1.34473	0	-1.34473	1.34473
5350	-0.7411137	0	-0.7411137	0.7411137
5360	-0.9001825	0	-0.9001825	0.9001825
5370	-0.6517741	0	-0.6517741	0.6517741
5380	-0.3741058	0	-0.3741058	0.3741058
5390	-0.2745481	0	-0.2745481	0.2745481
5400	-0.3702737	0	-0.3702737	0.3702737
5410	-0.9486573	0	-0.9486573	0.9486573
5420	-0.3400404	0	-0.3400404	0.3400404
5430	-0.1076048	0	-0.1076048	0.1076048
5440	-0.2002566	0	-0.2002566	0.2002566
5450	-0.1741643	0	-0.1741643	0.1741643
5460	-0.03350537	0	-0.03350537	0.03350537
5470	-0.01987197	0	-0.01987197	0.01987197
5480	-0.1526641	0	-0.1526641	0.1526641
5490	-0.3857954	0	-0.3857954	0.3857954
5500	-0.361937	0	-0.361937	0.361937
5510	-0.7865194	0	-0.7865194	0.7865194
5520	-0.08679038	0	-0.08679038	0.08679038
5530	-0.1575248	0	-0.1575248	0.1575248
5540	-0.1006456	0	-0.1006456	0.1006456
5550	-0.5840355	0	-0.5840355	0.5840355
5560	-0.3278186	0	-0.3278186	0.3278186
5570	-0.8467403	0	-0.8467403	0.8467403
5580	-1.529039	0	-1.529039	1.529039
5590	-1.16945	0	-1.16945	1.16945
5600	-0.67083	0	-0.67083	0.67083
5610	-2.738774	0	-2.738774	2.738774
5620	-0.9932884	0	-0.9932884	0.9932884
5630	-2.181459	0	-2.181459	2.181459
5640	-3.619879	0	-3.619879	3.619879
5650	-2.653479	0	-2.653479	2.653479
5660	-1.077855	0	-1.077855	1.077855
5670	-0.5677837	0	-0.5677837	0.5677837
5680	-1.148379	0	-1.148379	1.148379
5690	-0.9103756	0	-0.9103756	0.9103756
5700	-1.549868	0	-1.549868	1.549868
5710	-1.784377	0	-1.784377	1.784377
5720	-0.0861598	0	-0.0861598	0.0861598
5730	-0.0360379	0	-0.0360379	0.0360379
5740	-0.03347559	0	-0.03347559	0.03347559
5750	-0.1081336	0	-0.1081336	0.1081336
5760	-0.1134301	0	-0.1134301	0.1134301
5770	-0.6156054	0	-0.6156054	0.6156054
5780	-0.2530743	0	-0.2530743	0.2530743
5790	-0.6739482	0	-0.6739482	0.6739482
5800	-2.169743	0	-2.169743	2.169743
5810	-0.6578268	0	-0.6578268	0.6578268
5820	-0.6825923	0	-0.6825923	0.6825923
5830	-1.340947	0	-1.340947	1.340947
5840	-0.759671	0	-0.759671	0.759671
5850	-1.058135	0	-1.058135	1.058135
5860	-0.3064853	0	-0.3064853	0.3064853
5870	-1.868354	0	-1.868354	1.868354
5880	-1.036023	0	-1.036023	1.036023
5890	-1.528451	0	-1.528451	1.528451
