Iteration	Posterior	Likelihood	Prior	a
960	-0.1943751	0	-0.1943751	0.1943751
970	-0.4518197	0	-0.4518197	0.4518197
980	-0.224168	0	-0.224168	0.224168
990	-0.1731206	0	-0.1731206	0.1731206
1000	-0.2017334	0	-0.2017334	0.2017334
1010	-0.6584432	0	-0.6584432	0.6584432
1020	-0.1501032	0	-0.1501032	0.1501032
1030	-0.06692903	0	-0.06692903	0.06692903
1040	-0.08615755	0	-0.08615755	0.08615755
1050	-0.06951583	0	-0.06951583	0.06951583
1060	-0.3196058	0	-0.3196058	0.3196058
1070	-1.822833	0	-1.822833	1.822833
1080	-2.386473	0	-2.386473	2.386473
1090	-0.9087573	0	-0.9087573	0.9087573
1100	-1.045835	0	-1.045835	1.045835
1110	-0.9675556	0	-0.9675556	0.9675556
1120	-1.758403	0	-1.758403	1.758403
1130	-2.771852	0	-2.771852	2.771852
1140	-2.319641	0	-2.319641	2.319641
1150	-0.8477375	0	-0.8477375	0.8477375
1160	-0.6545283	0	-0.6545283	0.6545283
1170	-0.6639576	0	-0.6639576	0.6639576
1180	-0.5447204	0	-0.5447204	0.5447204
1190	-0.4105847	0	-0.4105847	0.4105847
1200	-0.2395167	0	-0.2395167	0.2395167
1210	-0.3063072	0	-0.3063072	0.3063072
1220	-0.2488436	0	-0.2488436	0.2488436
1230	-0.3155908	0	-0.3155908	0.3155908
1240	-0.6260372	0	-0.6260372	0.6260372
1250	-0.4838306	0	-0.4838306	0.4838306
1260	-0.6825275	0	-0.6825275	0.6825275
1270	-0.539922	0	-0.539922	0.539922
1280	-0.724842	0	-0.724842	0.724842
1290	-0.6338256	0	-0.6338256	0.6338256
1300	-1.154877	0	-1.154877	1.154877
1310	-1.054344	0	-1.054344	1.054344
1320	-0.7855527	0	-0.7855527	0.7855527
1330	-0.3078673	0	-0.3078673	0.3078673
1340	-0.5023232	0	-0.5023232	0.5023232
1350	-0.3308512	0	-0.3308512	0.3308512
1360	-0.8507521	0	-0.8507521	0.8507521
1370	-0.9035403	0	-0.9035403	0.9035403
1380	-1.692288	0	-1.692288	1.692288
1390	-1.777393	0	-1.777393	1.777393
1400	-4.318818	0	-4.318818	4.318818
1410	-2.931875	0	-2.931875	2.931875
1420	-3.178587	0	-3.178587	3.178587
1430	-1.81638	0	-1.81638	1.81638
1440	-1.166528	0	-1.166528	1.166528
1450	-0.9987124	0	-0.9987124	0.9987124
1460	-0.9812012	0	-0.9812012	0.9812012
1470	-1.019572	0	-1.019572	1.019572
1480	-3.015336	0	-3.015336	3.015336
1490	-1.1348	0	-1.1348	1.1348
1500	-1.225572	0	-1.225572	1.225572
1510	-2.546323	0	-2.546323	2.546323
1520	-0.7572941	0	-0.7572941	0.7572941
1530	-1.64141	0	-1.64141	1.64141
1540	-2.533068	0	-2.533068	2.533068
1550	-2.840747	0	-2.840747	2.840747
1560	-1.804532	0	-1.804532	1.804532
1570	-2.43254	0	-2.43254	2.43254
1580	-0.4236754	0	-0.4236754	0.4236754
1590	-0.7792861	0	-0.7792861	0.7792861
1600	-3.484681	0	-3.484681	3.484681
1610	-1.18178	0	-1.18178	1.18178
1620	-1.827736	0	-1.827736	1.827736
1630	-3.792565	0	-3.792565	3.792565
1640	-2.289802	0	-2.289802	2.289802
1650	-1.915049	0	-1.915049	1.915049
1660	-1.168088	0	-1.168088	1.168088
1670	-0.9021979	0	-0.9021979	0.9021979
1680	-2.761873	0	-2.761873	2.761873
1690	-1.756571	0	-1.756571	1.756571
1700	-2.20486	0	-2.20486	2.20486
1710	-0.6244614	0	-0.6244614	0.6244614
1720	-1.239086	0	-1.239086	1.239086
1730	-0.6660494	0	-0.6660494	0.6660494
1740	-0.4497685	0	-0.4497685	0.4497685
1750	-1.049835	0	-1.049835	1.049835
1760	-0.7750787	0	-0.7750787	0.7750787
1770	-3.595827	0	-3.595827	3.595827
1780	-1.261925	0	-1.261925	1.261925
1790	-0.96066	0	-0.96066	0.96066
1800	-0.9085448	0	-0.9085448	0.9085448
1810	-0.9281882	0	-0.9281882	0.9281882
1820	-0.5173066	0	-0.5173066	0.5173066
1830	-0.1428459	0	-0.1428459	0.1428459
1840	-0.202981	0	-0.202981	0.202981
1850	-0.06980763	0	-0.06980763	0.06980763
1860	-0.09053456	0	-0.09053456	0.09053456
1870	-0.02841142	0	-0.02841142	0.02841142
1880	-0.01338359	0	-0.01338359	0.01338359
1890	-0.01416581	0	-0.01416581	0.01416581
1900	-0.0274857	0	-0.0274857	0.0274857
1910	-0.02877597	0	-0.02877597	0.02877597
1920	-0.06007846	0	-0.06007846	0.06007846
1930	-0.07071895	0	-0.07071895	0.07071895
1940	-0.08057848	0	-0.08057848	0.08057848
1950	-0.1865054	0	-0.1865054	0.1865054
1960	-0.7055508	0	-0.7055508	0.7055508
1970	-1.313965	0	-1.313965	1.313965
1980	-1.63284	0	-1.63284	1.63284
1990	-1.225862	0	-1.225862	1.225862
2000	-0.557171	0	-0.557171	0.557171
2010	-0.2785401	0	-0.2785401	0.2785401
2020	-0.6796326	0	-0.6796326	0.6796326
2030	-0.5743823	0	-0.5743823	0.5743823
2040	-0.3127898	0	-0.3127898	0.3127898
2050	-0.4527888	0	-0.4527888	0.4527888
2060	-1.195557	0	-1.195557	1.195557
2070	-0.9847211	0	-0.9847211	0.9847211
2080	-0.5933577	0	-0.5933577	0.5933577
2090	-0.8825522	0	-0.8825522	0.8825522
2100	-1.654663	0	-1.654663	1.654663
2110	-2.673805	0	-2.673805	2.673805
2120	-4.308354	0	-4.308354	4.308354
2130	-0.2583136	0	-0.2583136	0.2583136
2140	-0.1288186	0	-0.1288186	0.1288186
2150	-0.2676185	0	-0.2676185	0.2676185
2160	-0.5293479	0	-0.5293479	0.5293479
2170	-0.6771888	0	-0.6771888	0.6771888
2180	-0.7778686	0	-0.7778686	0.7778686
2190	-1.256315	0	-1.256315	1.256315
2200	-0.4637756	0	-0.4637756	0.4637756
2210	-1.920318	0	-1.920318	1.920318
2220	-0.533608	0	-0.533608	0.533608
2230	-1.702117	0	-1.702117	1.702117
2240	-0.6191698	0	-0.6191698	0.6191698
2250	-1.536279	0	-1.536279	1.536279
2260	-1.134922	0	-1.134922	1.134922
2270	-1.422251	0	-1.422251	1.422251
2280	-0.7415783	0	-0.7415783	0.7415783
2290	-0.09615946	0	-0.09615946	0.09615946
2300	-0.05396367	0	-0.05396367	0.05396367
2310	-0.4187288	0	-0.4187288	0.4187288
2320	-0.7123389	0	-0.7123389	0.7123389
2330	-0.7359128	0	-0.7359128	0.7359128
2340	-2.04693	0	-2.04693	2.04693
2350	-0.8329552	0	-0.8329552	0.8329552
2360	-2.543188	0	-2.543188	2.543188
2370	-1.102378	0	-1.102378	1.102378
2380	-0.7417817	0	-0.7417817	0.7417817
2390	-0.6476144	0	-0.6476144	0.6476144
2400	-0.3194303	0	-0.3194303	0.3194303
2410	-0.3777348	0	-0.3777348	0.3777348
2420	-1.275121	0	-1.275121	1.275121
2430	-0.635482	0	-0.635482	0.635482
2440	-0.4374044	0	-0.4374044	0.4374044
2450	-0.529359	0	-0.529359	0.529359
2460	-0.5471672	0	-0.5471672	0.5471672
2470	-0.6555742	0	-0.6555742	0.6555742
2480	-0.6517753	0	-0.6517753	0.6517753
2490	-0.2701422	0	-0.2701422	0.2701422
2500	-1.226256	0	-1.226256	1.226256
2510	-0.824008	0	-0.824008	0.824008
2520	-0.6924994	0	-0.6924994	0.6924994
2530	-2.896558	0	-2.896558	2.896558
2540	-1.912294	0	-1.912294	1.912294
2550	-1.051293	0	-1.051293	1.051293
2560	-0.5957022	0	-0.5957022	0.5957022
2570	-0.2732681	0	-0.2732681	0.2732681
2580	-0.2463295	0	-0.2463295	0.2463295
2590	-0.391826	0	-0.391826	0.391826
2600	-0.559953	0	-0.559953	0.559953
2610	-0.522522	0	-0.522522	0.522522
2620	-1.396889	0	-1.396889	1.396889
2630	-1.068666	0	-1.068666	1.068666
2640	-1.92357	0	-1.92357	1.92357
2650	-1.095672	0	-1.095672	1.095672
2660	-1.142015	0	-1.142015	1.142015
2670	-3.293274	0	-3.293274	3.293274
2680	-2.457149	0	-2.457149	2.457149
2690	-1.320423	0	-1.320423	1.320423
2700	-0.390391	0	-0.390391	0.390391
2710	-0.6794478	0	-0.6794478	0.6794478
2720	-0.5611204	0	-0.5611204	0.5611204
2730	-0.3802483	0	-0.3802483	0.3802483
2740	-1.182613	0	-1.182613	1.182613
2750	-0.4576024	0	-0.4576024	0.4576024
2760	-0.853638	0	-0.853638	0.853638
2770	-0.8377586	0	-0.8377586	0.8377586
2780	-0.2996655	0	-0.2996655	0.2996655
2790	-0.270581	0	-0.270581	0.270581
2800	-0.1934649	0	-0.1934649	0.1934649
2810	-0.2429814	0	-0.2429814	0.2429814
2820	-0.3229417	0	-0.3229417	0.3229417
2830	-0.7185196	0	-0.7185196	0.7185196
2840	-1.788558	0	-1.788558	1.788558
2850	-1.289549	0	-1.289549	1.289549
2860	-0.694427	0	-0.694427	0.694427
2870	-2.851631	0	-2.851631	2.851631
2880	-1.860481	0	-1.860481	1.860481
2890	-1.834993	0	-1.834993	1.834993
2900	-1.800082	0	-1.800082	1.800082
2910	-0.4900304	0	-0.4900304	0.4900304
2920	-0.6098016	0	-0.6098016	0.6098016
2930	-0.4092461	0	-0.4092461	0.4092461
2940	-1.193383	0	-1.193383	1.193383
2950	-2.242463	0	-2.242463	2.242463
2960	-0.7352773	0	-0.7352773	0.7352773
2970	-1.175455	0	-1.175455	1.175455
2980	-1.459657	0	-1.459657	1.459657
2990	-0.898313	0	-0.898313	0.898313
3000	-0.981864	0	-0.981864	0.981864
3010	-1.815433	0	-1.815433	1.815433
3020	-1.432661	0	-1.432661	1.432661
3030	-1.332487	0	-1.332487	1.332487
3040	-1.986365	0	-1.986365	1.986365
3050	-2.262747	0	-2.262747	2.262747
3060	-2.260708	0	-2.260708	2.260708
3070	-0.8978288	0	-0.8978288	0.8978288
3080	-2.039498	0	-2.039498	2.039498
3090	-5.200592	0	-5.200592	5.200592
3100	-1.695728	0	-1.695728	1.695728
3110	-1.136863	0	-1.136863	1.136863
3120	-1.417769	0	-1.417769	1.417769
3130	-1.151426	0	-1.151426	1.151426
3140	-0.7387098	0	-0.7387098	0.7387098
3150	-1.350117	0	-1.350117	1.350117
3160	-3.003576	0	-3.003576	3.003576
3170	-4.250411	0	-4.250411	4.250411
3180	-3.090407	0	-3.090407	3.090407
3190	-2.186756	0	-2.186756	2.186756
3200	-1.279843	0	-1.279843	1.279843
3210	-1.173185	0	-1.173185	1.173185
3220	-0.5507841	0	-0.5507841	0.5507841
3230	-0.7919345	0	-0.7919345	0.7919345
3240	-1.62794	0	-1.62794	1.62794
3250	-1.03423	0	-1.03423	1.03423
3260	-0.9127871	0	-0.9127871	0.9127871
3270	-1.145169	0	-1.145169	1.145169
3280	-2.093956	0	-2.093956	2.093956
3290	-1.418348	0	-1.418348	1.418348
3300	-0.4087243	0	-0.4087243	0.4087243
3310	-0.1887039	0	-0.1887039	0.1887039
3320	-0.4713503	0	-0.4713503	0.4713503
3330	-0.4290342	0	-0.4290342	0.4290342
3340	-0.3434324	0	-0.3434324	0.3434324
3350	-1.064904	0	-1.064904	1.064904
3360	-0.3433143	0	-0.3433143	0.3433143
3370	-0.2418801	0	-0.2418801	0.2418801
3380	-0.1449128	0	-0.1449128	0.1449128
3390	-0.421994	0	-0.421994	0.421994
3400	-0.1352435	0	-0.1352435	0.1352435
3410	-0.04357827	0	-0.04357827	0.04357827
3420	-0.02266985	0	-0.02266985	0.02266985
3430	-0.1426628	0	-0.1426628	0.1426628
3440	-2.038663	0	-2.038663	2.038663
3450	-0.5914914	0	-0.5914914	0.5914914
3460	-0.1472871	0	-0.1472871	0.1472871
3470	-0.2884421	0	-0.2884421	0.2884421
3480	-0.5223712	0	-0.5223712	0.5223712
3490	-0.1060809	0	-0.1060809	0.1060809
3500	-0.2243092	0	-0.2243092	0.2243092
3510	-0.4107307	0	-0.4107307	0.4107307
3520	-0.8726215	0	-0.8726215	0.8726215
3530	-0.4222473	0	-0.4222473	0.4222473
3540	-1.61594	0	-1.61594	1.61594
3550	-0.924106	0	-0.924106	0.924106
3560	-0.7181541	0	-0.7181541	0.7181541
3570	-0.8314624	0	-0.8314624	0.8314624
3580	-0.906413	0	-0.906413	0.906413
3590	-1.804329	0	-1.804329	1.804329
3600	-3.977871	0	-3.977871	3.977871
3610	-1.205702	0	-1.205702	1.205702
3620	-0.3796671	0	-0.3796671	0.3796671
3630	-0.4137802	0	-0.4137802	0.4137802
3640	-0.2047511	0	-0.2047511	0.2047511
3650	-1.795059	0	-1.795059	1.795059
3660	-0.8482965	0	-0.8482965	0.8482965
3670	-0.9176148	0	-0.9176148	0.9176148
3680	-2.249645	0	-2.249645	2.249645
3690	-1.954444	0	-1.954444	1.954444
3700	-5.121524	0	-5.121524	5.121524
3710	-5.482812	0	-5.482812	5.482812
3720	-5.777377	0	-5.777377	5.777377
3730	-1.905412	0	-1.905412	1.905412
3740	-1.990175	0	-1.990175	1.990175
3750	-0.6298244	0	-0.6298244	0.6298244
3760	-1.182813	0	-1.182813	1.182813
3770	-1.035048	0	-1.035048	1.035048
3780	-0.485717	0	-0.485717	0.485717
3790	-1.575069	0	-1.575069	1.575069
3800	-0.8923888	0	-0.8923888	0.8923888
3810	-1.740975	0	-1.740975	1.740975
3820	-7.225315	0	-7.225315	7.225315
3830	-4.152585	0	-4.152585	4.152585
3840	-3.995106	0	-3.995106	3.995106
3850	-3.142493	0	-3.142493	3.142493
3860	-0.4199678	0	-0.4199678	0.4199678
3870	-0.2167247	0	-0.2167247	0.2167247
3880	-0.1838188	0	-0.1838188	0.1838188
3890	-0.3947407	0	-0.3947407	0.3947407
3900	-0.1749411	0	-0.1749411	0.1749411
3910	-0.2054692	0	-0.2054692	0.2054692
3920	-0.5967397	0	-0.5967397	0.5967397
3930	-0.3264483	0	-0.3264483	0.3264483
3940	-1.346316	0	-1.346316	1.346316
3950	-0.8800893	0	-0.8800893	0.8800893
3960	-1.807118	0	-1.807118	1.807118
3970	-4.60973	0	-4.60973	4.60973
3980	-1.727401	0	-1.727401	1.727401
3990	-0.200647	0	-0.200647	0.200647
4000	-0.5550483	0	-0.5550483	0.5550483
4010	-2.281844	0	-2.281844	2.281844
4020	-0.9279841	0	-0.9279841	0.9279841
4030	-0.9630992	0	-0.9630992	0.9630992
4040	-0.6852854	0	-0.6852854	0.6852854
4050	-2.469317	0	-2.469317	2.469317
4060	-2.500653	0	-2.500653	2.500653
4070	-1.526128	0	-1.526128	1.526128
4080	-1.358338	0	-1.358338	1.358338
4090	-0.9504617	0	-0.9504617	0.9504617
4100	-0.6161069	0	-0.6161069	0.6161069
4110	-0.8449418	0	-0.8449418	0.8449418
4120	-1.550859	0	-1.550859	1.550859
4130	-1.01489	0	-1.01489	1.01489
4140	-1.061059	0	-1.061059	1.061059
4150	-2.702745	0	-2.702745	2.702745
4160	-3.397923	0	-3.397923	3.397923
4170	-0.7412221	0	-0.7412221	0.7412221
4180	-0.7168949	0	-0.7168949	0.7168949
4190	-0.1314423	0	-0.1314423	0.1314423
4200	-0.6394196	0	-0.6394196	0.6394196
4210	-0.4758148	0	-0.4758148	0.4758148
4220	-0.5384498	0	-0.5384498	0.5384498
4230	-0.2572396	0	-0.2572396	0.2572396
4240	-0.08441808	0	-0.08441808	0.08441808
4250	-0.1443966	0	-0.1443966	0.1443966
4260	-0.09035548	0	-0.09035548	0.09035548
4270	-0.4170175	0	-0.4170175	0.4170175
4280	-0.3020116	0	-0.3020116	0.3020116
4290	-0.3596421	0	-0.3596421	0.3596421
4300	-0.1028818	0	-0.1028818	0.1028818
4310	-0.07812633	0	-0.07812633	0.07812633
4320	-2.436952	0	-2.436952	2.436952
4330	-0.3656432	0	-0.3656432	0.3656432
4340	-2.143299	0	-2.143299	2.143299
4350	-0.8287904	0	-0.8287904	0.8287904
4360	-0.1610459	0	-0.1610459	0.1610459
4370	-0.03478818	0	-0.03478818	0.03478818
4380	-0.08570952	0	-0.08570952	0.08570952
4390	-0.05935997	0	-0.05935997	0.05935997
4400	-0.08955478	0	-0.08955478	0.08955478
4410	-0.05785363	0	-0.05785363	0.05785363
4420	-0.04298238	0	-0.04298238	0.04298238
4430	-0.1380163	0	-0.1380163	0.1380163
4440	-0.2417604	0	-0.2417604	0.2417604
4450	-0.2121157	0	-0.2121157	0.2121157
4460	-0.2246312	0	-0.2246312	0.2246312
4470	-0.2031494	0	-0.2031494	0.2031494
4480	-0.1657994	0	-0.1657994	0.1657994
4490	-0.9044009	0	-0.9044009	0.9044009
4500	-0.611673	0	-0.611673	0.611673
4510	-1.606854	0	-1.606854	1.606854
4520	-0.771238	0	-0.771238	0.771238
4530	-0.7859562	0	-0.7859562	0.7859562
4540	-1.014392	0	-1.014392	1.014392
4550	-1.196158	0	-1.196158	1.196158
4560	-0.9261614	0	-0.9261614	0.9261614
4570	-0.8329404	0	-0.8329404	0.8329404
4580	-0.4814632	0	-0.4814632	0.4814632
4590	-0.8193596	0	-0.8193596	0.8193596
4600	-2.313505	0	-2.313505	2.313505
4610	-3.16684	0	-3.16684	3.16684
4620	-2.352651	0	-2.352651	2.352651
4630	-1.075351	0	-1.075351	1.075351
4640	-1.272385	0	-1.272385	1.272385
4650	-1.391468	0	-1.391468	1.391468
4660	-1.823747	0	-1.823747	1.823747
4670	-0.5116066	0	-0.5116066	0.5116066
4680	-2.9433	0	-2.9433	2.9433
4690	-0.5854658	0	-0.5854658	0.5854658
4700	-1.070406	0	-1.070406	1.070406
4710	-1.744254	0	-1.744254	1.744254
4720	-1.693305	0	-1.693305	1.693305
4730	-0.8724165	0	-0.8724165	0.8724165
4740	-0.9578799	0	-0.9578799	0.9578799
4750	-0.6845789	0	-0.6845789	0.6845789
4760	-0.4691463	0	-0.4691463	0.4691463
4770	-0.2082388	0	-0.2082388	0.2082388
4780	-0.06361842	0	-0.06361842	0.06361842
4790	-0.01756607	0	-0.01756607	0.01756607
4800	-0.05847231	0	-0.05847231	0.05847231
4810	-0.06640892	0	-0.06640892	0.06640892
4820	-0.09970044	0	-0.09970044	0.09970044
4830	-0.1633517	0	-0.1633517	0.1633517
4840	-0.2191696	0	-0.2191696	0.2191696
4850	-0.4341759	0	-0.4341759	0.4341759
4860	-0.3533347	0	-0.3533347	0.3533347
4870	-1.054761	0	-1.054761	1.054761
4880	-1.85914	0	-1.85914	1.85914
4890	-1.73486	0	-1.73486	1.73486
4900	-1.268275	0	-1.268275	1.268275
4910	-0.6129904	0	-0.6129904	0.6129904
4920	-0.3590665	0	-0.3590665	0.3590665
4930	-0.1159528	0	-0.1159528	0.1159528
4940	-0.1750889	0	-0.1750889	0.1750889
4950	-0.1086178	0	-0.1086178	0.1086178
4960	-0.164301	0	-0.164301	0.164301
4970	-0.03439173	0	-0.03439173	0.03439173
4980	-0.05159191	0	-0.05159191	0.05159191
4990	-0.2220947	0	-0.2220947	0.2220947
5000	-1.684471	0	-1.684471	1.684471
5010	-0.6322467	0	-0.6322467	0.6322467
5020	-0.09639947	0	-0.09639947	0.09639947
5030	-0.6421469	0	-0.6421469	0.6421469
5040	-0.4315881	0	-0.4315881	0.4315881
5050	-0.249979	0	-0.249979	0.249979
5060	-0.375562	0	-0.375562	0.375562
5070	-0.124921	0	-0.124921	0.124921
5080	-0.172418	0	-0.172418	0.172418
5090	-0.6985807	0	-0.6985807	0.6985807
5100	-0.6165024	0	-0.6165024	0.6165024
5110	-1.016249	0	-1.016249	1.016249
5120	-1.384461	0	-1.384461	1.384461
5130	-0.1940647	0	-0.1940647	0.1940647
5140	-0.110723	0	-0.110723	0.110723
5150	-0.1242883	0	-0.1242883	0.1242883
5160	-0.09150109	0	-0.09150109	0.09150109
5170	-0.08764321	0	-0.08764321	0.08764321
5180	-0.03874149	0	-0.03874149	0.03874149
5190	-0.08998241	0	-0.08998241	0.08998241
5200	-0.2337534	0	-0.2337534	0.2337534
5210	-0.2672508	0	-0.2672508	0.2672508
5220	-0.5323912	0	-0.5323912	0.5323912
5230	-0.2316852	0	-0.2316852	0.2316852
5240	-0.3552388	0	-0.3552388	0.3552388
5250	-0.2142983	0	-0.2142983	0.2142983
5260	-0.1662632	0	-0.1662632	0.1662632
5270	-0.1401001	0	-0.1401001	0.1401001
5280	-0.6239855	0	-0.6239855	0.6239855
5290	-0.8791534	0	-0.8791534	0.8791534
5300	-1.180016	0	-1.180016	1.180016
5310	-0.7875038	0	-0.7875038	0.7875038
5320	-1.576448	0	-1.576448	1.576448
5330	-1.133221	0	-1.133221	1.133221
5340	-1.451955	0	-1.451955	1.451955
5350	-2.942602	0	-2.942602	2.942602
5360	-0.6303798	0	-0.6303798	0.6303798
5370	-0.4942814	0	-0.4942814	0.4942814
5380	-0.3843963	0	-0.3843963	0.3843963
5390	-0.6440203	0	-0.6440203	0.6440203
5400	-0.2938405	0	-0.2938405	0.2938405
5410	-0.2034522	0	-0.2034522	0.2034522
5420	-0.3343497	0	-0.3343497	0.3343497
5430	-0.2731279	0	-0.2731279	0.2731279
5440	-0.3757716	0	-0.3757716	0.3757716
5450	-0.3220872	0	-0.3220872	0.3220872
5460	-0.5311971	0	-0.5311971	0.5311971
5470	-0.3364508	0	-0.3364508	0.3364508
5480	-0.6699468	0	-0.6699468	0.6699468
5490	-0.7651701	0	-0.7651701	0.7651701
5500	-1.194018	0	-1.194018	1.194018
5510	-1.424486	0	-1.424486	1.424486
5520	-2.225208	0	-2.225208	2.225208
5530	-0.6166032	0	-0.6166032	0.6166032
5540	-1.147913	0	-1.147913	1.147913
5550	-2.8252	0	-2.8252	2.8252
5560	-0.9893093	0	-0.9893093	0.9893093
5570	-1.265863	0	-1.265863	1.265863
5580	-1.642909	0	-1.642909	1.642909
5590	-0.8720729	0	-0.8720729	0.8720729
5600	-0.5023541	0	-0.5023541	0.5023541
5610	-0.7459604	0	-0.7459604	0.7459604
5620	-0.9439722	0	-0.9439722	0.9439722
5630	-0.7138027	0	-0.7138027	0.7138027
5640	-0.3844881	0	-0.3844881	0.3844881
5650	-0.3348161	0	-0.3348161	0.3348161
5660	-0.5117858	0	-0.5117858	0.5117858
5670	-0.3843827	0	-0.3843827	0.3843827
5680	-0.5877473	0	-0.5877473	0.5877473
5690	-0.9771235	0	-0.9771235	0.9771235
5700	-0.4930307	0	-0.4930307	0.4930307
5710	-0.9497788	0	-0.9497788	0.9497788
5720	-0.8973832	0	-0.8973832	0.8973832
5730	-2.403826	0	-2.403826	2.403826
5740	-0.9086071	0	-0.9086071	0.9086071
5750	-0.9365475	0	-0.9365475	0.9365475
5760	-0.6339137	0	-0.6339137	0.6339137
5770	-0.452909	0	-0.452909	0.452909
5780	-0.5152216	0	-0.5152216	0.5152216
5790	-0.2800557	0	-0.2800557	0.2800557
5800	-0.9549822	0	-0.9549822	0.9549822
5810	-2.413533	0	-2.413533	2.413533
5820	-0.5317774	0	-0.5317774	0.5317774
5830	-0.5427578	0	-0.5427578	0.5427578
5840	-0.633919	0	-0.633919	0.633919
5850	-0.4214791	0	-0.4214791	0.4214791
5860	-0.889136	0	-0.889136	0.889136
5870	-0.4478324	0	-0.4478324	0.4478324
5880	-0.5385825	0	-0.5385825	0.5385825
5890	-1.277515	0	-1.277515	1.277515
5900	-6.752179	0	-6.752179	6.752179
5910	-3.619097	0	-3.619097	3.619097
5920	-2.683243	0	-2.683243	2.683243
